i,j,order_LDC,order_Jaccard,order_LKS,order_CI_e_av_skin,order_CI_e_mul_skin,order_CI_e_av_body,order_CI_e_mul_body,order_LLBCe,order_LLBMEe1
12,84,559,2371,1165,2397,2477,1519,1032,2415,2198
12,88,2093,372,2110,2394,2473,1823,2660,835,1307
12,89,2092,371,2109,2393,2472,1822,2659,834,1306
12,90,2737,553,2263,2392,2471,1644,1586,1802,1403
12,13,203,2411,777,2513,2545,186,221,2641,2177
12,15,19,2410,776,2512,2544,31,19,2638,2248
12,16,189,1646,775,2511,2543,183,168,2292,1438
12,42,201,554,2268,2460,2516,191,219,1155,229
12,43,2,1208,900,2502,2515,2,2,2249,370
12,44,55,1106,1492,2501,2514,66,55,2157,334
12,45,182,624,2267,2459,2513,181,167,1746,231
12,46,814,1156,1667,2500,2512,677,1388,2147,425
12,47,53,945,1793,2442,2511,58,53,2104,239
12,50,766,594,2431,2458,2510,2739,761,1681,378
12,68,77,928,1791,2474,2496,79,85,2131,333
12,69,31,953,1790,2473,2495,36,31,2135,280
12,52,42,1177,1491,2499,2509,47,42,2156,374
12,70,2095,974,1939,2452,2494,2059,1770,2044,548
12,71,1057,973,2112,2451,2490,892,1765,1936,573
12,72,284,941,2111,2450,2489,196,237,2122,456
13,17,1218,724,897,2272,1179,1178,2056,1700,911
13,18,313,2686,768,36,36,335,426,2628,2223
13,20,1217,877,767,624,615,2528,2228,2232,1529
13,21,85,2685,766,2389,2466,97,81,2627,1571
13,22,1216,407,1489,620,609,2409,1368,712,423
13,23,1889,653,1488,2258,1477,2523,1149,1062,728
13,53,308,2619,895,2387,1779,519,438,2623,2219
13,26,495,1057,1164,2166,2465,1709,326,2304,330
13,62,494,2732,765,975,1405,1195,945,2329,2218
13,73,1055,2728,1160,357,302,635,637,2621,2215
13,65,763,2460,894,352,349,342,441,2600,2217
13,66,762,2439,1161,346,290,517,639,2622,2216
13,33,765,2664,896,2388,1315,337,2233,2626,2222
13,74,958,2723,1487,46,45,651,634,2611,2214
13,75,2142,2722,1159,169,161,1048,1881,2575,2114
13,39,2252,2644,1163,43,43,1032,959,2625,2221
13,40,764,2620,1162,40,40,646,425,2624,2220
13,76,1560,2721,1658,95,90,1184,648,2574,2213
13,77,1559,2720,1657,94,89,1990,647,2573,2212
13,78,1888,2711,1656,54,51,1456,2576,2435,2211
13,79,1054,2708,1655,110,110,650,2057,2385,2210
13,80,2736,2707,1654,146,144,1687,1701,2358,2162
13,81,2578,2636,1653,115,137,659,1144,2529,2161
13,82,2577,2370,1652,967,929,658,1143,2485,2192
13,83,1558,2369,1651,966,868,1182,1695,2484,2197
13,84,1557,2368,1158,689,611,1768,2732,2414,2196
13,88,1887,529,2108,745,727,2176,2564,853,1347
13,89,1886,528,2107,744,726,2175,2563,852,1346
13,90,2251,699,2262,681,666,2113,1365,1833,1410
13,15,170,2733,770,2391,2468,201,173,2629,2224
13,16,314,1645,769,2390,2467,637,1169,2291,1444
14,19,2179,332,2261,671,798,2037,2301,70,2739
14,20,2576,294,2260,675,742,2227,2244,104,817
14,28,2480,111,2427,1079,1040,2455,1944,135,547
14,65,2575,75,2258,654,656,2030,1833,118,264
14,104,2028,126,2577,661,647,2689,1832,30,2000
14,105,2735,152,2687,904,873,2699,2454,43,640
14,51,2178,123,2426,662,648,2605,2501,128,606
14,52,2177,100,2259,2386,2464,1931,2068,154,575
15,17,813,443,893,2271,2462,866,818,1733,907
15,18,169,2684,763,2384,2461,200,172,2742,2416
15,20,1215,858,762,2383,2460,1004,1546,2234,1542
15,21,5,2683,761,2382,2459,5,5,2739,1645
15,22,1214,321,1486,1352,2458,1345,1933,722,365
15,23,1517,388,1485,2257,2457,999,1145,1054,726
15,53,74,2617,890,2372,2445,70,76,2732,2414
15,54,871,998,1938,2371,2444,667,722,2051,520
15,57,2665,997,1937,2370,2443,2354,840,2050,546
15,24,49,593,1789,2381,2456,52,49,1954,235
15,26,106,917,1157,2165,2455,121,108,2303,336
15,58,1516,996,1936,2369,2442,2353,839,1955,545
15,59,73,911,1786,2368,2441,71,72,1250,201
15,60,900,995,1935,2367,2440,1421,838,2049,539
15,28,152,293,2425,2282,2454,132,153,971,212
15,62,248,2731,760,2366,2439,207,236,2328,2413
15,85,253,936,2257,2349,2416,280,274,2017,437
15,86,380,935,2256,2348,2415,291,357,1929,428
15,63,690,742,1934,2365,2438,1926,835,1777,349
15,106,1514,230,2686,1138,2410,2355,2281,439,375
15,107,2088,86,2575,1346,2409,2738,2730,486,164
15,73,246,2727,1153,2359,2428,272,276,2731,2428
15,64,1515,165,2424,1148,2437,1416,1204,487,170
15,108,2087,310,2685,1137,2408,1683,1531,445,179
15,109,2086,178,2684,2344,2407,1685,1687,349,140
15,65,94,2459,889,1208,2436,81,92,2599,2292
15,110,1513,177,2422,1389,2406,1799,1549,502,321
15,66,153,2438,1154,2231,2435,131,152,2687,2412
15,67,1155,420,2423,1851,2434,996,1207,639,682
15,33,138,2663,892,2380,2453,124,138,2738,2380
15,74,382,2719,1350,2230,2427,295,372,2610,2427
15,75,689,2718,1152,2358,2426,680,721,2572,238
15,34,872,569,1788,2379,2452,850,1932,1178,1400
15,111,2085,125,2574,1850,2405,2737,1698,509,214
15,39,267,2643,1156,2378,2451,282,283,2737,2379
15,40,254,2618,1155,2377,2450,273,277,2736,2415
15,76,487,2717,1349,2357,2425,474,482,2571,2426
15,77,486,2716,1348,2356,2424,473,481,2570,2425
15,78,381,2710,1347,2229,2423,422,427,2434,2424
15,79,565,2706,1346,2355,2422,568,575,2384,2423
15,80,2091,2705,1345,2354,2421,664,677,2357,2160
15,81,564,2635,1344,2353,2420,570,574,2528,2159
15,82,563,2367,1343,2352,2419,569,573,2483,2244
15,83,543,2366,1342,2351,2418,544,501,2482,2240
15,84,542,2365,1151,2350,2417,542,499,2413,2239
15,88,2090,440,2104,2347,2414,1938,2285,840,1357
15,89,2089,439,2103,2346,2413,1937,2284,839,1356
15,90,2664,646,1650,2345,2412,1422,2294,1793,1431
15,16,157,1644,764,2385,2463,188,159,2290,1446
15,112,151,625,2421,2133,2404,130,151,1110,163
15,113,241,141,2683,1136,2403,205,235,39,1
15,43,3,1023,891,2376,2449,3,3,2248,17
15,44,57,716,1484,2375,2448,64,57,2183,273
15,47,54,779,1787,2374,2447,63,54,2101,220
15,68,86,934,1785,2364,2433,77,84,2124,312
15,69,36,910,1784,2363,2432,37,36,2139,253
15,98,688,287,2576,1344,2411,669,1688,841,216
15,52,48,747,1483,2373,2446,51,48,2182,314
15,70,899,1001,1933,2362,2431,1252,837,2041,542
15,71,898,1000,2106,2361,2430,1420,2731,1931,557
15,72,247,965,2105,2360,2429,271,275,2123,419
16,17,1029,721,888,2270,2402,870,819,1118,626
16,18,312,1643,759,2343,2401,636,1168,2289,1445
16,20,1028,874,758,2342,2400,1286,2729,1114,1466
16,21,72,1642,757,2341,2399,88,70,2274,1439
16,22,1508,424,1482,1351,2398,1395,2366,701,471
16,23,1027,668,1341,2256,2397,1071,1613,1014,617
16,53,305,1641,885,2336,2392,536,297,2273,1395
16,54,897,1032,1932,2335,2391,2402,1691,2028,590
16,55,2220,768,2573,2164,2390,802,1566,1015,420
16,56,2528,778,2572,2334,2389,1350,2623,1108,479
16,57,2527,1031,1931,2333,2388,1784,2034,2027,608
16,24,307,622,1783,2340,2396,251,304,1950,328
16,58,1885,1030,1930,2332,2387,1783,2033,1925,607
16,59,700,988,1781,2331,2386,315,493,2069,367
16,60,1026,1029,1929,2330,2385,2411,1876,2026,604
16,61,2219,591,2255,2329,2384,1557,1380,920,556
16,62,2141,1640,756,2328,2383,416,492,2288,1447
16,63,2218,777,1928,2327,2382,2401,928,1782,510
16,29,1656,1044,887,2339,2395,1067,494,2137,519
16,65,577,1639,884,1207,2381,527,929,2272,414
16,78,1024,1630,1340,2228,2375,2100,495,2262,1433
16,88,1883,525,1649,2321,2374,2172,2020,770,1382
16,89,1882,524,1648,2320,2373,2171,2019,769,1381
16,90,2526,564,1647,2319,2372,2736,2631,988,1455
16,43,64,1052,886,2338,2394,62,68,2143,401
16,47,306,889,1782,2337,2393,316,303,2082,316
16,68,576,999,1780,2326,2380,415,927,2089,399
16,69,266,987,1779,2325,2379,307,302,2110,360
16,70,1025,1039,1927,2324,2378,1800,1540,2024,603
16,71,1884,1038,2102,2323,2377,2410,1870,1919,612
16,72,1591,1046,2101,2322,2376,963,491,2093,493
17,29,812,715,881,2266,1703,1942,1412,1091,381
17,64,2081,156,2420,1096,1180,1192,1683,276,480
17,30,2084,473,1646,934,1138,2652,2467,123,919
17,31,2083,472,1645,849,892,2241,2466,151,818
17,32,2082,471,1644,933,1137,2651,2465,122,918
17,67,1837,428,1643,1849,1364,1190,1024,554,2738
17,33,1210,722,880,2265,1615,1016,2043,1701,990
17,74,957,565,1336,2227,1177,1185,1037,1618,993
17,111,2080,150,2571,1848,2101,2222,1706,233,730
17,37,1209,744,1337,1701,1528,1003,1036,1112,598
17,38,2691,733,1479,1815,1361,1175,1035,1102,916
17,18,1213,720,883,2269,1178,1177,1530,1699,912
17,19,1838,306,1481,1044,1409,1670,2054,224,917
17,20,1212,751,1339,2268,1191,2221,2045,1041,1035
17,43,429,233,879,2264,2370,475,456,1094,12
17,21,650,357,882,2267,2371,627,651,1740,203
17,22,1211,435,1480,1245,1199,1756,2468,530,544
17,23,1050,694,1338,2253,1619,1615,1027,979,771
18,53,304,2615,877,2316,1778,518,437,2730,2410
18,26,493,1056,1150,2163,2368,1708,325,2302,329
18,62,492,2682,753,974,1404,1194,944,2327,2409
18,73,1772,2681,1146,356,301,634,636,2729,2422
18,65,759,2458,876,351,348,341,440,2598,2291
18,66,758,2437,1147,345,289,516,638,2686,2408
18,33,761,2662,878,2317,1314,336,2341,2740,2378
18,74,956,2680,1334,45,44,649,633,2609,2421
18,75,1590,2679,1145,168,160,1047,2728,2569,2113
18,39,687,2642,1149,42,42,1031,958,2735,2377
18,40,760,2616,1148,39,39,645,424,2734,2411
18,76,2353,2678,1333,93,88,1183,646,2568,2420
18,77,2352,2677,1332,92,87,1989,645,2567,2419
18,78,1047,2670,1331,53,50,1455,1818,2433,2418
18,79,1589,2669,1330,109,109,648,2067,2383,2417
18,80,2351,2668,1329,145,143,1686,2352,2356,2158
18,81,2176,2634,1328,114,136,657,1142,2527,2157
18,82,2175,2364,1327,965,928,656,1141,2481,2243
18,83,2070,2363,1326,964,867,1181,2163,2480,2238
18,84,2350,2362,1144,688,610,1767,1808,2412,2237
18,88,2663,527,1642,743,725,2174,2189,851,1345
18,89,2662,526,1641,742,724,2173,2188,850,1344
18,90,1500,698,1640,680,665,2112,1364,1832,1409
18,20,1049,876,755,623,614,2527,1820,2230,1528
18,21,84,2701,754,2318,2369,96,80,2741,1570
18,22,1208,406,1478,619,608,2408,1367,711,422
18,23,1048,652,1335,2255,1476,2522,1148,1061,727
19,34,2314,274,2419,949,939,2116,1945,234,875
19,35,1836,253,2254,1106,1001,2441,2291,245,537
19,38,2479,139,1476,1091,1117,2438,1866,291,1018
19,39,2690,252,1475,805,758,1656,2296,301,844
19,40,1835,238,1474,713,688,1658,2299,298,843
19,20,2315,313,1477,862,801,2230,1634,272,943
19,43,1834,23,1473,2315,2367,1653,1623,324,20
20,34,1922,545,1778,1021,946,1270,1094,976,1437
20,35,2734,292,2253,2313,1003,1515,1803,1050,522
20,39,2574,873,1472,625,673,1513,2538,2217,1541
20,40,1921,872,1471,715,669,1159,1488,2216,1540
20,21,1023,644,752,2314,2366,2066,2525,2231,1533
21,95,76,970,1917,2196,2302,95,74,1719,315
21,53,29,2613,872,2296,2340,29,28,2726,1574
21,54,521,1008,1926,2295,2339,555,530,2057,552
21,55,649,944,2568,2162,2338,622,642,985,324
21,114,1877,636,2682,2191,2293,1082,1325,890,196
21,115,309,982,2681,2190,2292,262,310,870,177
21,56,1300,834,2096,2294,2337,1626,1447,1117,358
21,57,842,1007,1925,2293,2336,831,887,2056,584
21,116,1876,958,2416,1857,2291,1084,2523,856,175
21,24,16,938,1020,2312,2364,20,16,1957,288
21,96,518,902,2091,2195,2301,558,531,868,190
21,25,35,993,1019,2311,2363,33,35,2160,304
21,58,841,1006,1924,2292,2335,830,886,1958,583
21,59,28,992,1776,2291,2334,30,29,2076,332
21,60,735,1005,1923,2290,2333,721,729,2055,580
21,28,66,931,2100,2281,2362,55,64,974,246
21,61,1499,501,2095,2289,2332,1549,1919,934,506
21,62,83,2676,751,2288,2331,99,77,2326,1656
21,85,134,763,2093,2202,2308,110,139,2019,488
21,86,184,762,1918,2201,2307,199,183,1933,492
21,63,520,788,1922,2287,2330,540,529,1783,369
21,29,34,1012,875,2310,2361,35,34,2208,144
21,107,2661,46,2566,1345,2296,1628,1577,494,146
21,73,126,2675,1143,2214,2320,106,134,2725,1544
21,64,1498,133,2094,1147,2329,1464,1710,495,44
21,65,37,2457,871,1206,2328,34,37,2597,1545
21,66,65,2436,1014,2220,2327,54,63,2685,208
21,117,2525,639,2415,2189,2290,2146,1324,809,145
21,103,198,596,2418,2192,2297,247,192,1036,40
21,118,2524,621,2414,1398,2289,2623,1246,756,202
21,67,1497,232,1639,1847,2326,1102,1494,613,52
21,33,52,2661,874,2309,2360,44,52,2733,1546
21,74,185,2674,1013,2213,2319,204,186,2608,178
21,75,519,2673,1142,2212,2318,601,532,2566,39
21,34,736,500,1777,2308,2359,722,730,1174,1416
21,87,285,289,2092,2200,2306,253,207,378,32
21,35,187,697,2099,2307,2358,117,185,1839,485
21,111,1878,106,2090,1846,2295,2226,2404,515,205
21,39,181,2641,1018,2306,2357,119,181,2728,1658
21,40,135,2614,1017,2305,2356,111,149,2727,1657
21,76,311,2672,750,2211,2317,265,312,2565,207
21,77,310,2671,749,2210,2316,264,311,2564,206
21,78,199,2667,1012,2209,2315,233,194,2432,1553
21,79,378,2666,748,2208,2314,423,379,2382,1552
21,80,511,2665,747,2207,2313,428,502,2355,1551
21,81,377,2633,1011,2206,2312,425,378,2526,1550
21,82,376,2361,1010,2205,2311,424,377,2479,1549
21,83,363,2360,1009,2204,2310,263,363,2478,1548
21,84,362,2359,1141,2203,2309,380,362,2411,1547
21,88,1880,324,1638,2199,2305,1648,1899,808,1362
21,89,1879,323,1637,2198,2304,1647,1898,807,1361
21,90,1496,359,1636,2197,2303,1642,1582,1797,1428
21,119,2733,40,2680,1683,2288,2544,2316,408,48
21,120,930,933,2679,2188,2287,1083,896,804,59
21,112,60,901,2417,2132,2294,53,62,1111,171
21,41,186,930,2098,2223,2355,116,184,987,150
21,121,1875,643,2565,1860,2286,1081,1323,858,134
21,42,117,885,2252,2304,2354,100,90,1138,251
21,122,197,903,2678,2187,2285,248,193,897,189
21,43,1,1022,873,2303,2353,1,1,2245,15
21,44,24,980,1324,2302,2352,27,24,2187,357
21,45,71,884,2251,2301,2351,60,69,1738,255
21,46,286,918,1323,2300,2350,254,208,2159,433
21,47,22,979,1016,2299,2349,24,22,2103,269
21,97,734,913,1916,2194,2300,724,735,810,192
21,48,1881,766,2570,2222,2348,832,847,956,199
21,123,125,932,2677,2186,2284,105,89,922,168
21,49,1301,689,2569,2221,2347,1018,895,887,193
21,50,379,711,2097,2298,2346,421,376,1678,407
21,124,361,909,2413,1802,2283,379,361,862,325
21,68,33,983,1775,2219,2325,32,33,2128,362
21,23,1022,267,1325,2254,2365,2243,893,1029,509
21,69,9,991,1774,2218,2324,11,9,2140,307
21,99,2436,38,2567,1394,2299,2624,2524,417,53
21,52,15,984,1015,2297,2345,19,15,2186,395
21,70,1021,1010,1921,2217,2323,829,885,2043,572
21,71,1771,1009,1920,2216,2322,1085,884,1935,588
21,72,127,916,1919,2215,2321,104,133,2125,478
21,101,648,927,1915,2193,2298,621,635,854,191
22,95,1506,479,1914,1348,973,1920,1924,690,742
22,96,2079,552,2088,1347,1008,1394,1948,683,2061
22,25,1507,447,1007,1134,1006,1392,1671,698,832
22,41,1833,476,2089,1139,1002,1386,1523,694,857
22,47,1832,460,1006,1349,2282,2248,1603,695,711
22,97,2078,572,1913,910,849,1907,1927,681,2060
22,23,1992,458,1008,1350,1473,1897,1928,528,518
22,98,2732,574,1912,913,896,2430,1309,477,2515
22,99,2077,303,2250,918,888,2350,2727,174,1882
22,100,2573,551,2087,317,399,1402,1851,479,2514
22,101,2076,568,1911,834,808,1841,1763,682,2059
23,24,1046,161,1005,2185,2281,1343,1040,831,236
23,29,929,648,746,2184,1723,1168,1152,975,402
23,64,1991,181,2086,1109,1419,1775,2483,267,668
23,110,2173,135,2412,1388,1642,1525,1620,202,2499
23,66,2660,300,744,2182,1486,1910,1163,1026,690
23,31,2174,149,1635,1065,1288,2521,2035,143,1436
23,67,2401,255,1634,1845,1543,2536,1612,525,758
23,111,2731,153,2085,1844,2279,2234,2407,228,2513
23,37,928,674,1322,1700,1617,1611,1597,992,499
23,38,2572,673,1004,1814,1568,955,2328,991,528
23,125,2172,50,2564,1293,1533,1901,2464,137,2512
23,43,613,208,745,2183,2280,613,632,959,234
24,61,2349,561,1906,2148,2256,1538,1621,884,960
24,86,583,679,1904,2144,2252,438,548,1822,900
24,63,1297,830,1905,2147,2255,1230,909,1765,1227
24,29,208,994,659,2179,2274,244,201,1937,1252
24,43,11,981,657,2159,2268,10,11,1952,950
24,111,1869,113,2077,1843,2240,2028,2412,475,311
24,37,728,567,658,1699,2271,2577,765,1131,490
24,26,227,2200,1002,2161,2277,209,202,1943,2559
24,34,1495,434,1773,2178,2273,849,1042,905,323
24,35,413,669,1909,2177,2272,426,763,1786,540
24,95,303,1492,1903,2142,2249,250,420,1756,1212
24,55,1588,1502,2246,2151,2259,1328,1041,1629,1234
24,115,724,1489,2244,2125,2238,1113,562,1657,1198
24,56,1298,1506,2082,2150,2258,1332,1047,1177,1231
24,116,1089,1505,2408,1856,2237,2013,1512,1037,1200
24,120,1587,1496,2243,2124,2236,1558,1947,1132,1040
24,112,251,2111,2409,2126,2239,241,252,1711,2528
24,41,727,2172,2084,2176,2270,442,490,1644,2575
24,42,391,2215,1908,2160,2269,258,320,1239,1799
24,122,2348,1362,2242,2123,2235,441,1045,1655,1750
24,130,142,398,2562,1263,2231,139,142,273,47
24,44,111,2209,656,2158,2267,135,116,1938,2574
24,45,263,2208,1907,2157,2266,243,253,1717,2573
24,47,100,2163,1001,2156,2265,134,102,1882,1203
24,97,2689,1491,1902,2129,2247,855,1940,1219,997
24,157,1020,1165,2561,2121,2230,1905,2726,627,299
24,48,1874,2207,2249,2155,2264,1114,1514,1351,2546
24,123,412,1444,2241,2122,2234,257,319,1722,1914
24,49,1299,2186,2248,2154,2263,1533,1048,1038,1796
24,50,584,2149,2083,2153,2262,844,758,1667,1835
24,124,571,1466,2407,1801,2233,854,547,1198,1723
24,51,726,2148,2247,1270,2261,744,1632,1577,2554
24,68,163,1449,1771,2146,2254,242,174,1939,1068
24,69,90,1429,1470,2145,2253,94,88,1940,1070
24,98,1742,1166,1901,1343,2246,742,919,950,921
24,52,95,2147,1000,2152,2260,109,97,1917,2545
24,100,1872,1445,2079,1060,2245,1796,1046,1272,1012
24,101,1090,1490,1900,2128,2244,2404,1937,1235,998
24,162,2688,1164,2560,1185,2229,2676,1647,626,952
24,96,1091,1468,2080,2130,2248,1049,1043,1324,932
24,25,165,2216,1003,2181,2278,145,203,1884,2560
24,27,414,2199,660,2131,2276,432,385,1846,2558
24,59,164,1450,1772,2149,2257,144,148,1916,1064
24,28,252,2173,1910,2180,2275,245,254,1641,2576
24,110,1870,132,2410,1387,2241,1774,2668,472,275
24,103,582,614,2245,2127,2243,430,545,1089,127
24,163,2346,789,2559,1234,2228,2675,1827,702,1051
24,87,725,344,2081,2143,2251,715,486,379,106
24,91,1873,48,2411,1313,2250,2029,1943,405,513
24,125,2347,34,2563,1292,2232,2014,2469,203,195
24,105,1871,162,2078,1269,2242,1537,1929,488,826
25,63,2432,758,1462,2102,2221,897,918,1767,1225
25,29,273,1120,653,2117,1704,358,405,2095,1501
25,43,27,1114,650,2113,2226,23,27,2098,833
25,33,1385,1083,652,2116,1551,348,290,2151,218
25,37,926,1118,651,1698,1446,1020,2434,1868,497
25,38,1741,1117,999,1813,1198,1835,1652,1851,472
25,26,575,2198,655,2120,2227,1132,1651,2107,2557
25,95,480,1428,1897,2099,1302,466,300,1725,1208
25,55,1585,1416,1464,2104,1402,1763,1272,1623,1230
25,115,2730,1425,2238,2094,1360,1129,621,1605,1192
25,96,2027,1417,2076,2098,1437,1391,870,1283,951
25,120,922,1418,2237,2093,1145,1838,1657,1099,1041
25,112,479,2110,1769,2095,1292,356,603,1688,2527
25,41,1586,2170,1467,2115,1389,1124,1510,1636,2571
25,42,395,2214,1899,2114,1066,462,404,1268,1798
25,122,636,1364,2236,2092,1600,2735,2358,1649,1511
25,130,141,376,2558,792,897,216,141,238,56
25,44,638,2206,649,2112,2225,220,403,2086,2570
25,45,294,2205,1898,2111,1538,357,402,1750,2569
25,46,637,1900,1321,2110,1380,2486,613,1866,1749
25,47,162,2162,998,2109,2224,174,178,2058,1202
25,97,924,1427,1896,2097,1147,2308,1011,855,1002
25,157,1770,908,2557,1054,910,1404,997,560,295
25,48,2435,2204,1466,2108,1158,1131,1519,1362,2544
25,123,635,1414,2235,2091,1550,461,802,1721,1913
25,49,925,2185,2240,2107,1113,2202,2435,1086,1795
25,50,2434,2146,1465,2106,1059,608,1989,1684,1834
25,51,2433,2145,1770,889,919,749,1009,1586,2553
25,68,175,1393,1461,2101,2220,607,401,2067,942
25,69,133,1392,1460,2100,2219,177,137,2085,949
25,98,923,943,1895,1342,1166,746,926,904,935
25,99,2026,256,2239,1393,1170,2463,1991,421,831
25,52,272,2144,997,2105,2223,173,200,2088,2543
25,100,2025,1415,2075,838,836,1397,1654,1254,1022
25,101,2024,1426,1894,2096,1146,1831,1019,883,1005
25,162,1769,907,2556,930,909,2295,2725,540,1019
25,27,548,2197,654,2119,1167,888,1267,1909,2556
25,59,176,1394,1463,2103,2222,311,147,2036,938
25,28,927,2171,1469,2118,1143,1840,406,1628,2572
25,163,2023,775,2555,851,865,1843,1997,697,1052
25,36,1384,1119,1468,1832,1234,2474,2436,1803,514
26,62,1245,1050,642,2073,2197,1311,510,2301,409
26,85,1920,635,1765,2066,2190,700,572,1983,1090
26,29,411,1238,647,2088,2216,579,917,2136,1246
26,43,51,1206,644,2083,2208,50,51,2145,1079
26,33,756,1203,646,2087,2215,1135,1080,2299,308
26,37,920,1235,645,1697,2212,2454,1887,1893,594
26,38,1768,1234,996,1812,2211,2239,1428,1864,549
26,112,1919,2109,1764,2065,2188,703,469,1164,2526
26,41,1248,2168,1457,2085,2210,909,698,1093,2567
26,42,606,2196,1320,2084,2209,702,1065,1172,1826
26,44,919,2190,643,2082,2207,439,1424,2126,2566
26,45,605,2189,1319,2081,2206,698,2161,1734,2565
26,46,1247,1899,1318,2080,2205,1660,1072,1898,1786
26,47,226,2161,995,2079,2204,286,301,2091,1147
26,48,1246,2188,1456,2078,2203,1117,2186,973,2542
26,49,918,2184,1767,2077,2202,1909,1867,910,1815
26,50,755,2143,1455,2076,2201,1301,2162,1680,1839
26,51,2729,2142,1766,1268,2200,2674,2006,957,2552
26,69,218,892,1317,2072,2196,215,227,2115,1129
26,52,210,2141,994,2075,2199,300,199,2127,2541
26,72,2140,861,1316,2071,2195,436,507,2096,1175
26,114,1242,791,2234,2064,2187,1815,1071,908,1755
26,27,757,2210,648,2090,2218,1296,1064,1932,2555
26,59,410,893,1454,2074,2198,285,694,2072,1114
26,28,921,2169,1459,2089,2217,440,1666,1092,2568
26,117,2247,757,2406,2063,2186,1073,2167,827,1766
26,118,1241,790,2405,1397,2185,1298,1420,787,1754
26,35,607,632,1768,2086,2214,446,925,1835,1086
26,36,2659,1236,1458,1831,2213,1906,1413,1806,602
26,81,1244,1064,993,2070,2194,2688,2165,2298,384
26,82,1243,1063,992,2069,2193,2687,2164,2297,383
26,83,2250,1062,991,2068,2192,911,877,2296,387
26,84,2249,1061,870,2067,2191,2347,712,2295,408
26,105,2248,223,2074,1267,2189,1916,2166,471,1066
26,129,1918,261,2676,1266,2184,1891,1665,595,1055
27,29,409,1231,641,2062,1696,708,753,1923,1507
27,43,168,1205,638,2058,2183,151,130,1927,1134
27,33,754,1202,640,2061,1504,896,519,1997,373
27,37,1207,1229,639,1696,1445,1591,759,1845,611
27,38,1019,1228,868,1811,1172,2321,2421,1826,586
27,55,1205,921,1450,2049,1276,2333,1262,1597,1219
27,59,408,1014,864,2048,2179,493,384,1873,1138
27,28,1473,2177,869,1259,1107,497,754,1598,2564
27,112,1493,2108,1761,2046,1148,1592,1608,1671,2525
27,41,1018,2176,1453,2060,1269,1128,1058,1602,2563
27,42,1017,2195,1314,2059,1055,2537,1053,1265,1797
27,44,1206,2183,637,2057,2182,885,536,1918,2562
27,45,753,2182,1313,2056,1492,707,752,1737,2561
27,46,1494,1898,867,2055,1290,496,1056,1854,1748
27,47,547,2164,866,2054,2181,495,764,1872,1161
27,48,2523,2181,1452,2053,1142,891,1282,1352,2540
27,123,2068,1104,2233,2045,1501,706,1798,1690,1912
27,49,2069,2160,1763,2052,1036,890,2276,1083,1794
27,50,752,2140,1451,2051,1052,1608,751,1683,1833
27,69,2217,1013,863,2047,2178,325,383,1900,1148
27,52,634,2138,865,2050,2180,494,535,1915,2539
27,167,2687,30,2673,2044,2177,1120,2055,136,95
27,142,2521,41,2674,1092,947,2698,1269,161,101
27,126,375,198,2675,816,848,323,380,270,67
27,168,2313,35,2672,2043,2176,1607,2402,28,60
27,51,2522,2139,1762,871,866,1610,1789,1574,2551
27,36,1990,1230,1315,1830,1173,1601,2053,1794,613
28,65,367,72,858,1026,941,329,250,457,194
28,95,697,1458,1307,2031,1109,660,414,1612,1177
28,55,1584,1474,1446,2036,1293,1751,1278,1579,1207
28,114,1762,1411,2232,2029,1223,2734,1941,966,1722
28,115,540,1455,2231,2028,1155,556,620,1585,1174
28,56,1295,1476,1758,2035,1390,1267,1931,1168,1217
28,116,2344,1475,2404,1855,1311,2319,1655,982,1166
28,59,261,1413,859,2034,2172,310,270,1643,1118
28,120,914,1463,2230,1163,1043,1214,1362,1152,1032
28,112,260,2107,1756,1171,1083,550,602,1596,2524
28,41,515,2191,1449,2042,1157,551,2446,1591,2582
28,121,2604,1407,2553,1257,1384,2432,1922,1022,1726
28,42,699,2175,1312,1176,1032,858,400,1261,1825
28,122,539,1406,2229,2027,1567,1547,861,1592,1775
28,126,196,179,1889,771,769,194,190,252,42
28,44,698,2159,1311,2041,2175,330,399,1630,2581
28,45,369,2158,1310,2040,1537,1041,398,1624,2580
28,46,1492,1436,862,2039,1160,774,612,1590,1769
28,47,262,2157,861,2038,2174,256,251,1637,1168
28,97,916,1457,1893,1098,1084,863,866,1209,977
28,48,1767,2156,1448,1131,1093,2334,859,1313,2538
28,123,538,1387,1890,2026,1530,1036,2432,1608,1714
28,49,917,2155,1760,1115,1027,1265,1119,1068,1814
28,50,1296,2137,1447,1177,1029,852,756,1593,1838
28,124,2603,1479,2401,1174,1046,861,1133,1176,1718
28,51,1655,2136,1759,802,773,1266,1370,1364,2550
28,68,366,1412,1309,2033,2171,328,269,1631,1105
28,69,244,1410,857,2032,2170,236,226,1646,1131
28,98,915,950,1892,1064,1141,2195,1938,961,922
28,52,368,2135,860,2037,2173,644,1374,1639,2537
28,100,1766,1388,2073,553,597,1268,1678,1264,968
28,72,514,879,1308,1032,1042,435,1117,1246,1164
28,101,1765,1456,1891,1087,1082,1836,865,1230,981
28,117,1761,1409,2403,1133,1030,2547,2448,881,1735
28,103,2345,765,1757,2030,1159,643,567,1087,141
28,118,2605,1408,2402,1023,958,1559,1617,789,1738
28,104,1764,101,2554,1078,1039,1845,2724,158,250
